427402,VISA,Debit,BUSINESS
427406,VISA,Debit,BUSINESS
427411,VISA,Debit,BUSINESS
427416,VISA,Debit,BUSINESS
427417,VISA,Debit,INFINITE
427418,VISA,Debit,BUSINESS
427420,VISA,Debit,BUSINESS
427422,VISA,Debit,BUSINESS
427425,VISA,Debit,BUSINESS
427427,VISA,Debit,PLATINUM
427428,VISA,Debit,BUSINESS
427430,VISA,Debit,BUSINESS
427432,VISA,Debit,CLASSIC
427433,VISA,Debit,BUSINESS
427436,VISA,Debit,BUSINESS
427438,VISA,Debit,BUSINESS
427444,VISA,Debit,BUSINESS
427448,VISA,Debit,PLATINUM
427449,VISA,Debit,BUSINESS
427459,VISA,Debit,BUSINESS
427466,VISA,Debit,BUSINESS
427472,VISA,Debit,BUSINESS
427475,VISA,Debit,BUSINESS
427477,VISA,Debit,BUSINESS
427499,VISA,Debit,BUSINESS
427600,VISA,Debit,CLASSIC
427601,VISA,Debit,CLASSIC
427602,VISA,Debit,CLASSIC
427616,VISA,Debit,CLASSIC
427620,VISA,Debit,CLASSIC
427622,VISA,Debit,CLASSIC
427625,VISA,Debit,CLASSIC
427635,VISA,Debit,CLASSIC
427648,VISA,Debit,CLASSIC
427659,VISA,Debit,CLASSIC
427666,VISA,Debit,CLASSIC
427672,VISA,Debit,CLASSIC
427674,VISA,Debit,CLASSIC
427677,VISA,Debit,CLASSIC
427680,VISA,Debit,ELECTRON
427699,VISA,Debit,CLASSIC
427901,VISA,Debit,PREMIER
427902,VISA,Debit,PREMIER
427916,VISA,Debit,PREMIER
427920,VISA,Debit,PREMIER
427922,VISA,Debit,PREMIER
427925,VISA,Debit,PREMIER
427930,VISA,Debit,PREMIER
427948,VISA,Debit,PREMIER
427959,VISA,Debit,PREMIER
427966,VISA,Debit,PREMIER
427972,VISA,Debit,PREMIER
427975,VISA,Debit,PREMIER
427977,VISA,Debit,PREMIER
427999,VISA,Debit,PREMIER
515842,MASTERCARD,Credit,GOLD
527576,MASTERCARD,Credit,UNKNOWN
531310,MASTERCARD,Credit,STANDARD
543942,MASTERCARD,Credit,UNKNOWN
545037,MASTERCARD,Credit,UNKNOWN
546901,MASTERCARD,Credit,UNKNOWN
546916,MASTERCARD,Credit,UNKNOWN
546920,MASTERCARD,Credit,UNKNOWN
546922,MASTERCARD,Credit,UNKNOWN
546925,MASTERCARD,Credit,UNKNOWN
546935,MASTERCARD,Credit,UNKNOWN
546959,MASTERCARD,Credit,UNKNOWN
546966,MASTERCARD,Credit,UNKNOWN
546972,MASTERCARD,Credit,UNKNOWN
546974,MASTERCARD,Credit,UNKNOWN
546998,MASTERCARD,Credit,UNKNOWN
547901,MASTERCARD,Credit,BUSINESS
547905,MASTERCARD,Credit,BUSINESS
547910,MASTERCARD,Credit,BUSINESS
547920,MASTERCARD,Credit,BUSINESS
547922,MASTERCARD,Credit,BUSINESS
547925,MASTERCARD,Credit,BUSINESS
547927,MASTERCARD,Credit,PLATINUM
547928,MASTERCARD,Credit,BUSINESS
547930,MASTERCARD,Credit,BUSINESS
547932,MASTERCARD,Credit,UNKNOWN
547935,MASTERCARD,Credit,BUSINESS
547938,MASTERCARD,Credit,BUSINESS
547940,MASTERCARD,Credit,BUSINESS
547942,MASTERCARD,Credit,BUSINESS
547947,MASTERCARD,Credit,BUSINESS
547948,MASTERCARD,Credit,PLATINUM
547949,MASTERCARD,Credit,BUSINESS
547959,MASTERCARD,Credit,BUSINESS
547966,MASTERCARD,Credit,BUSINESS
547969,MASTERCARD,Credit,BUSINESS
547972,MASTERCARD,Credit,BUSINESS
547976,MASTERCARD,Credit,BUSINESS
547998,MASTERCARD,Credit,BUSINESS
548401,MASTERCARD,Credit,GOLD
548410,MASTERCARD,Credit,GOLD
548416,MASTERCARD,Credit,GOLD
548420,MASTERCARD,Credit,GOLD
548422,MASTERCARD,Credit,GOLD
548425,MASTERCARD,Credit,GOLD
548430,MASTERCARD,Credit,GOLD
548435,MASTERCARD,Credit,GOLD
548438,MASTERCARD,Credit,GOLD
548440,MASTERCARD,Credit,GOLD
548442,MASTERCARD,Credit,GOLD
548447,MASTERCARD,Credit,GOLD
548454,MASTERCARD,Credit,GOLD
548459,MASTERCARD,Credit,GOLD
548466,MASTERCARD,Credit,GOLD
548468,MASTERCARD,Credit,GOLD
548472,MASTERCARD,Credit,GOLD
548476,MASTERCARD,Credit,GOLD
548498,MASTERCARD,Credit,GOLD
639002,MAESTRO,Debit,UNKNOWN
676195,MAESTRO,Debit,UNKNOWN
676196,MAESTRO,Debit,UNKNOWN
676280,MAESTRO,Debit,UNKNOWN
220220,MIR,Debit,UNKNOWN
