410584,VISA,Debit,ELECTRON
415400,VISA,Credit,CLASSIC
415428,VISA,Credit,CLASSIC
415429,VISA,Credit,PREMIER
415481,VISA,Debit,CLASSIC
415482,VISA,Debit,PREMIER
419539,VISA,Credit,INFINITE
419540,VISA,Debit,INFINITE
421118,VISA,Debit,BUSINESS
427714,VISA,Debit,BUSINESS
428804,VISA,Credit,PURCHASING
428905,VISA,Debit,CORPORATE T&E
428906,VISA,Debit,BUSINESS
431416,VISA,Debit,CLASSIC
431417,VISA,Debit,PREMIER
431727,VISA,Unknown,UNKNOWN
434135,VISA,Unknown,UNKNOWN
438138,VISA,Debit,CLASSIC
438139,VISA,Debit,PREMIER
438140,VISA,Debit,ELECTRON
439000,VISA,Credit,CLASSIC
439077,VISA,Debit,ELECTRON
440237,VISA,Unknown,UNKNOWN
458279,VISA,Credit,CLASSIC
458280,VISA,Debit,CLASSIC
458410,VISA,Credit,PLATINUM
458411,VISA,Debit,PLATINUM
458450,VISA,Debit,UNKNOWN
465227,VISA,Unknown,UNKNOWN
477932,VISA,Debit,ELECTRON
477960,VISA,Credit,CLASSIC
477964,VISA,Debit,CLASSIC
478752,VISA,Debit,ELECTRON
479004,VISA,Credit,PLATINUM
479087,VISA,Debit,PLATINUM
220015,MIR,Debit,UNKNOWN
