402177,VISA,Debit,CLASSIC
402178,VISA,Debit,PREMIER
402179,VISA,Debit,ELECTRON
402180,VISA,Debit,BUSINESS
404807,VISA,Debit,PLATINUM
404885,VISA,Credit,PLATINUM
420705,VISA,Debit,BUSINESS
422287,VISA,Credit,CLASSIC
425884,VISA,Credit,INFINITE
432498,VISA,Debit,ELECTRON
447603,VISA,Credit,PREMIER
447624,VISA,Debit,PREMIER
462729,VISA,Debit,CLASSIC
462730,VISA,Debit,ELECTRON
462758,VISA,Credit,CLASSIC
465578,VISA,Debit,ELECTRON
510069,MASTERCARD,Credit,UNKNOWN
510070,MASTERCARD,Credit,NEW WORLD
515876,MASTERCARD,Credit,NEW WORLD
528053,MASTERCARD,Credit,UNKNOWN
528808,MASTERCARD,Unknown,UNKNOWN
528809,MASTERCARD,Unknown,UNKNOWN
530867,MASTERCARD,Unknown,UNKNOWN
533594,MASTERCARD,Credit,NEW WORLD
533616,MASTERCARD,Credit,NEW WORLD
536392,MASTERCARD,Credit,STANDARD
542772,MASTERCARD,Credit,UNKNOWN
544237,MASTERCARD,Credit,GOLD
545115,MASTERCARD,Credit,WORLD CARD
547613,MASTERCARD,Credit,BUSINESS
558273,MASTERCARD,Credit,BUSINESS
676625,MAESTRO,Debit,UNKNOWN
220030,MIR,Debit,UNKNOWN
